CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,DEP,MED16_quintiles,code_insee_commune_actualise,consommation_energie,estimation_ges,surface_thermique_lot,age_logement,classe_consommation_energie_A,classe_consommation_energie_B,classe_consommation_energie_C,classe_consommation_energie_D,classe_consommation_energie_E,classe_consommation_energie_F,classe_consommation_energie_G,classe_estimation_ges_A,classe_estimation_ges_B,classe_estimation_ges_C,classe_estimation_ges_D,classe_estimation_ges_E,classe_estimation_ges_F,classe_estimation_ges_G,classe_age_Neuf (<5ans),classe_age_Récent (entre 5 et 10 ans),classe_age_Entre 10 et 25 ans,classe_age_Entre 25 et 50 ans,classe_age_Entre 50 et 100 ans,classe_age_Plus de 100 ans,classe_surface_Moins de 30 m2,classe_surface_Entre 30 et 60 m2,classe_surface_Entre 60 et 100 m2,classe_surface_Plus de 100 m2,conso_energie_quintiles_Q1,conso_energie_quintiles_Q2,conso_energie_quintiles_Q3,conso_energie_quintiles_Q4,conso_energie_quintiles_Q5,estimation_ges_quintiles_Q1,estimation_ges_quintiles_Q2,estimation_ges_quintiles_Q3,estimation_ges_quintiles_Q4,estimation_ges_quintiles_Q5,surface_thermique_lot_median,age_logement_median,consommation_energie_median,estimation_ges_median,nombre_dpe
75110,Paris 10e Arrondissement,44701.0,89949.0,25618.0,75,Q3,75110,215.49493041237113,25.065693298969073,387.70552461974734,67.77268041237113,0.12242268041237113,0.13221649484536083,0.13376288659793814,0.17809278350515464,0.27422680412371137,0.10670103092783505,0.05257731958762887,0.10154639175257732,0.21005154639175258,0.2891752577319588,0.15360824742268042,0.11443298969072165,0.1115979381443299,0.01958762886597938,0.0865979381443299,0.0028350515463917525,0.02216494845360825,0.4162371134020619,0.41469072164948456,0.05747422680412371,0.2422680412371134,0.30721649484536084,0.20283505154639175,0.24742268041237114,0.14123711340206185,0.1515463917525773,0.19742268041237113,0.1672680412371134,0.3425257731958763,0.11984536082474227,0.31597938144329896,0.17371134020618556,0.19896907216494844,0.19149484536082476,53.5,47.0,202.845,17.225,3880.0
75111,Paris 11e Arrondissement,75645.0,139920.0,26810.333333333336,75,Q4,75111,236.79730216450216,25.474658008658007,80.42810529961898,60.114458874458876,0.11619047619047619,0.07792207792207792,0.08467532467532468,0.263030303030303,0.2393073593073593,0.147012987012987,0.07186147186147186,0.10753246753246753,0.20363636363636364,0.2683982683982684,0.1225974025974026,0.19688311688311688,0.07445887445887446,0.026493506493506493,0.09385281385281385,0.0187012987012987,0.04017316017316017,0.42562770562770563,0.3722943722943723,0.04935064935064935,0.307012987012987,0.4141991341991342,0.2031168831168831,0.0754978354978355,0.1316017316017316,0.0870995670995671,0.20727272727272728,0.21194805194805194,0.36207792207792205,0.1321212121212121,0.3148051948051948,0.14303030303030304,0.19584415584415585,0.2141991341991342,40.2,45.0,221.88,15.88,5775.0
75112,Paris 12e Arrondissement,68809.0,138730.5,27110.0,75,Q4,75112,221.72636951343995,29.81615515481456,112.45821367812181,67.9003062266077,0.09254848587955086,0.06498809118747874,0.11194283769989792,0.31983667914256547,0.25059544062606326,0.11670636270840422,0.043382102756039466,0.12027900646478394,0.1988771691051378,0.19207213337870024,0.12742429397754337,0.19700578428036747,0.11211296359305886,0.0522286492004083,0.07434501531133038,0.01837359646138142,0.15464443688329363,0.44368832936372915,0.2545083361687649,0.05444028581150051,0.2888737665872746,0.430078257910854,0.206702960190541,0.07434501531133038,0.12112963593058863,0.05597141884994896,0.2545083361687649,0.26165362368152434,0.3067369853691732,0.14222524668254508,0.2725416808438244,0.100544402858115,0.21418849948962232,0.27050017012589317,42.09,45.0,206.745,19.415,5878.0
75113,Paris 13e Arrondissement,81092.0,168159.0,23750.684782608696,75,Q2,75113,237.8848120642619,42.697170354652926,152.1722907822923,45.3584419521067,0.14004243710215217,0.14201273113064564,0.11761139739314944,0.2914519551379206,0.22719005759321007,0.057138526826311,0.024552894816611093,0.0716883904213398,0.14080024249772657,0.24143679903000909,0.19263413155501669,0.23476811154895422,0.0953319187632616,0.023340406183692028,0.19672628069111853,0.047135495604728704,0.11154895422855411,0.39163382843285843,0.2305244013337375,0.022431039709002728,0.29933313125189454,0.3646559563504092,0.25795695665353136,0.07775083358593513,0.16929372537132464,0.18126705062140042,0.2014246741436799,0.24355865413761746,0.20445589572597758,0.08290391027584117,0.2177932706880873,0.15686571688390422,0.30387996362534103,0.2385571385268263,44.75,40.0,176.6,24.29,6598.0
75114,Paris 14e Arrondissement,63272.0,122565.5,27287.6,75,Q4,75114,196.18605275627863,23.503612383509715,127.95922918970147,46.84362659927341,0.1352077081029853,0.17532775232980571,0.08008213552361396,0.2345601010898752,0.2457747591217817,0.09366608750592323,0.035381456326014846,0.20786605591533722,0.15210867161585848,0.3050071078818512,0.09650924024640657,0.12509872058126678,0.08640025272468804,0.02700995103459169,0.26504501658505764,0.005054493760859264,0.15163481282577793,0.3007423787711262,0.24387932396145948,0.033643974095719474,0.43800347496446057,0.3238035065550466,0.16711419996840943,0.0710788185120834,0.2132364555362502,0.12494076765123993,0.188911704312115,0.1816458695308798,0.2912652029695151,0.24403727689148633,0.2596746169641447,0.16474490601800662,0.14926551887537515,0.1822776812509872,34.88,40.0,186.63,13.46,6331.0
75115,Paris 15e Arrondissement,111969.0,216315.0,30448.0,75,Q5,75115,221.51885630498535,38.965515542522,102.81426979472141,53.73970674486804,0.07824046920821115,0.07929618768328446,0.09360703812316716,0.3012316715542522,0.33466275659824046,0.0746041055718475,0.03835777126099707,0.04903225806451613,0.1333724340175953,0.16023460410557186,0.10592375366568915,0.3081524926686217,0.1841642228739003,0.05912023460410557,0.10944281524926686,0.04070381231671554,0.03964809384164223,0.5650439882697947,0.20868035190615836,0.03648093841642229,0.2320234604105572,0.3930791788856305,0.2816422287390029,0.09325513196480939,0.11002932551319648,0.0933724340175953,0.17208211143695015,0.31941348973607037,0.3051026392961877,0.08950146627565983,0.17513196480938417,0.08469208211143694,0.266158357771261,0.38451612903225807,50.0,43.0,217.3,38.98,8525.0
75116,Paris 16e Arrondissement,73276.0,154590.0,38387.0,75,Q5,75116,243.6993564290473,47.82498067954697,210.9571738840773,57.743371085942705,0.11978680879413724,0.05902731512325116,0.09473684210526316,0.33057961359093935,0.26382411725516325,0.09473684210526316,0.037308461025982675,0.06489007328447702,0.10899400399733511,0.13377748167888073,0.15323117921385743,0.30299800133244503,0.16508994003997335,0.07101932045303132,0.09540306462358428,0.001865423051299134,0.020519653564290474,0.3760159893404397,0.4379746835443038,0.06822118587608261,0.21705529646902066,0.23610926049300465,0.24716855429713525,0.29966688874083947,0.1252498334443704,0.07115256495669553,0.2379746835443038,0.29620253164556964,0.26942038640906063,0.07275149900066623,0.15043304463690874,0.09953364423717521,0.26275816122584944,0.4145236508994004,65.71,53.0,212.21,38.56,7505.0
75117,Paris 17e Arrondissement,80393.0,164450.5,30281.5,75,Q5,75117,177.71204441992,24.834815836667126,250.5321335909467,48.69457856256035,0.29410953234928955,0.13574286108428749,0.06152572768657746,0.1831976824389571,0.18678438405297282,0.09449579252310664,0.04414401986480894,0.07725203476341565,0.2965926334666851,0.27038212167195474,0.09159884121947855,0.15891847151331218,0.07670023451510553,0.028555662850048284,0.3566009104704097,0.008828803972961787,0.02000275900124155,0.20609739274382674,0.3417023037660367,0.06676783004552352,0.2894192302386536,0.3092840391778176,0.21492619671678853,0.18595668368050766,0.40805628362532764,0.03531521589184715,0.14746861636087735,0.16581597461718858,0.2433439095047593,0.08801213960546282,0.464339908952959,0.09670299351634708,0.16029797213408747,0.1906469857911436,48.15,43.0,155.98,12.68,7249.0
75118,Paris 18e Arrondissement,91284.0,180287.0,21541.739130434784,75,Q1,75118,220.21118930041152,26.819168724279834,288.43697530864193,58.94389574759945,0.11234567901234568,0.13511659807956103,0.11783264746227709,0.2008230452674897,0.24046639231824418,0.13950617283950617,0.053909465020576135,0.09327846364883402,0.21591220850480108,0.2652949245541838,0.15212620027434842,0.1513031550068587,0.08559670781893004,0.036488340192043896,0.16049382716049382,0.02167352537722908,0.0532235939643347,0.32949245541838135,0.36049382716049383,0.07462277091906722,0.2694101508916324,0.42085048010973936,0.20137174211248285,0.1083676268861454,0.16008230452674896,0.10233196159122085,0.21042524005486968,0.18477366255144034,0.34238683127572017,0.1253772290809328,0.28751714677640605,0.1681755829903978,0.22386831275720165,0.19506172839506172,43.0,45.0,208.99,17.02,7290.0
75119,Paris 19e Arrondissement,79899.0,185576.0,19610.666666666668,75,Q1,75119,152.86878510163316,26.383466102690633,109.04518387968511,29.831864645752557,0.07343437903889084,0.3225237927388086,0.2715309599342028,0.13100693220538126,0.11772999647514981,0.062272353424979436,0.02150158618258724,0.041123252261778875,0.09152861003407355,0.4086476324756198,0.29432499118787453,0.09164610504053577,0.04582305252026789,0.026906356479849607,0.4277993185289625,0.05463517800493479,0.11455763130066972,0.28610034073551877,0.10210316061567383,0.014804370814240395,0.3355657384561156,0.34238044883092467,0.2603689343202914,0.06168487839266831,0.16707789918928445,0.365996945129832,0.20925860650922337,0.11632005639760311,0.14134649277405711,0.050052872752908,0.179884854893667,0.32910351310069325,0.31805898249324405,0.12289977675948772,44.0,14.0,98.88,19.09,8511.0
